pp,name,season,gf,points,gc,pg,pe,pj,position,day
5,Murcia,Temporada 2012-13,17,21,14,6,3,14,8,Jornada 14
5,Córdoba,Temporada 2012-13,17,21,16,6,3,14,9,Jornada 14
6,Barcelona B,Temporada 2012-13,28,20,23,6,2,14,10,Jornada 14
5,Xerez,Temporada 2012-13,17,19,19,5,4,14,11,Jornada 14
5,Las Palmas,Temporada 2012-13,18,19,23,5,4,14,12,Jornada 14
7,RM Castilla,Temporada 2012-13,25,17,27,5,2,14,13,Jornada 14
4,Numancia,Temporada 2012-13,13,16,16,3,7,14,14,Jornada 14
8,Ponferradina,Temporada 2012-13,19,16,23,5,1,14,15,Jornada 14
2,Elche,Temporada 2012-13,22,28,8,9,1,12,1,Jornada 12
2,Almería,Temporada 2012-13,23,26,13,8,2,12,2,Jornada 12
2,Girona,Temporada 2012-13,25,24,10,7,3,12,3,Jornada 12
4,Alcorcón,Temporada 2012-13,18,22,13,7,1,12,4,Jornada 12
2,Villarreal,Temporada 2012-13,14,22,10,6,4,12,5,Jornada 12
5,Barcelona B,Temporada 2012-13,25,19,19,6,1,12,6,Jornada 12
5,Recreativo,Temporada 2012-13,18,19,21,6,1,12,7,Jornada 12
4,Córdoba,Temporada 2012-13,11,18,11,5,3,12,8,Jornada 12
5,Murcia,Temporada 2012-13,15,17,13,5,2,12,9,Jornada 12
5,Xerez,Temporada 2012-13,16,17,18,5,2,12,10,Jornada 12
4,Sabadell,Temporada 2012-13,14,16,12,4,4,12,11,Jornada 12
6,RM Castilla,Temporada 2012-13,25,16,26,5,1,12,12,Jornada 12
4,Lugo,Temporada 2012-13,11,16,15,4,4,12,13,Jornada 12
5,Sporting,Temporada 2012-13,15,15,18,4,3,12,14,Jornada 12
5,Las Palmas,Temporada 2012-13,15,15,22,4,3,12,15,Jornada 12
1,Elche,Temporada 2012-13,22,28,7,9,1,11,1,Jornada 10
2,Almería,Temporada 2012-13,21,23,13,7,2,11,2,Jornada 10
3,Alcorcón,Temporada 2012-13,17,22,11,7,1,11,3,Jornada 10
2,Girona,Temporada 2012-13,24,21,10,6,3,11,4,Jornada 10
2,Villarreal,Temporada 2012-13,13,21,9,6,3,11,5,Jornada 10
4,Barcelona B,Temporada 2012-13,25,19,16,6,1,11,6,Jornada 10
4,Recreativo,Temporada 2012-13,18,19,19,6,1,11,7,Jornada 10
4,Murcia,Temporada 2012-13,15,17,12,5,2,11,8,Jornada 10
4,Sabadell,Temporada 2012-13,14,15,12,4,3,11,9,Jornada 10
6,RM Castilla,Temporada 2012-13,23,15,24,5,0,11,10,Jornada 10
4,Córdoba,Temporada 2012-13,10,15,11,4,3,11,11,Jornada 10
5,Sporting,Temporada 2012-13,15,14,18,4,2,11,12,Jornada 10
5,Xerez,Temporada 2012-13,11,14,17,4,2,11,13,Jornada 10
6,Ponferradina,Temporada 2012-13,13,13,15,4,1,11,14,Jornada 10
4,Numancia,Temporada 2012-13,9,13,12,3,4,11,15,Jornada 10
6,Lugo,Temporada 2012-13,14,17,20,4,5,15,16,Jornada 15
7,Sporting,Temporada 2012-13,19,16,24,4,4,15,17,Jornada 15
6,Huesca,Temporada 2012-13,15,15,19,3,6,15,18,Jornada 15
7,Racing,Temporada 2012-13,10,14,17,3,5,15,19,Jornada 15
7,Mirandés,Temporada 2012-13,12,12,17,2,6,15,20,Jornada 15
9,Guadalajara,Temporada 2012-13,16,12,27,3,3,15,21,Jornada 15
9,Hércules,Temporada 2012-13,11,12,24,3,3,15,22,Jornada 15
6,Lugo,Temporada 2012-13,13,16,19,4,4,14,16,Jornada 14
5,Huesca,Temporada 2012-13,14,15,17,3,6,14,17,Jornada 14
7,Sporting,Temporada 2012-13,18,15,23,4,3,14,18,Jornada 14
6,Racing,Temporada 2012-13,9,14,13,3,5,14,19,Jornada 14
7,Mirandés,Temporada 2012-13,11,11,16,2,5,14,20,Jornada 14
9,Hércules,Temporada 2012-13,10,11,23,3,2,14,21,Jornada 14
9,Guadalajara,Temporada 2012-13,15,9,27,2,3,14,22,Jornada 14
4,Racing,Temporada 2012-13,9,14,9,3,5,12,16,Jornada 12
4,Numancia,Temporada 2012-13,10,14,13,3,5,12,17,Jornada 12
7,Ponferradina,Temporada 2012-13,13,13,16,4,1,12,18,Jornada 12
4,Huesca,Temporada 2012-13,12,12,15,2,6,12,19,Jornada 12
7,Mirandés,Temporada 2012-13,11,9,16,2,3,12,20,Jornada 12
8,Hércules,Temporada 2012-13,8,8,20,2,2,12,21,Jornada 12
8,Guadalajara,Temporada 2012-13,12,6,24,1,3,12,22,Jornada 12
4,Lugo,Temporada 2012-13,10,13,15,3,4,11,16,Jornada 10
5,Las Palmas,Temporada 2012-13,14,12,22,3,3,11,17,Jornada 10
4,Racing,Temporada 2012-13,7,11,8,2,5,11,18,Jornada 10
4,Huesca,Temporada 2012-13,10,11,13,2,5,11,19,Jornada 10
7,Hércules,Temporada 2012-13,7,8,15,2,2,11,20,Jornada 10
7,Mirandés,Temporada 2012-13,8,6,16,1,3,11,21,Jornada 10
7,Guadalajara,Temporada 2012-13,12,6,23,1,3,11,22,Jornada 10
2,Elche,Temporada 2012-13,27,42,9,13,3,18,1,Jornada 18
4,Girona,Temporada 2012-13,33,36,16,11,3,18,2,Jornada 18
4,Almería,Temporada 2012-13,30,34,20,10,4,18,3,Jornada 18
6,Alcorcón,Temporada 2012-13,29,32,23,10,2,18,4,Jornada 18
4,Villarreal,Temporada 2012-13,23,30,15,8,6,18,5,Jornada 18
6,Barcelona B,Temporada 2012-13,36,28,27,8,4,18,6,Jornada 18
8,Ponferradina,Temporada 2012-13,27,28,25,9,1,18,7,Jornada 18
5,Sabadell,Temporada 2012-13,25,27,19,7,6,18,8,Jornada 18
5,Las Palmas,Temporada 2012-13,26,27,24,7,6,18,9,Jornada 18
6,Córdoba,Temporada 2012-13,21,26,21,7,5,18,10,Jornada 18
8,Recreativo,Temporada 2012-13,22,24,30,7,3,18,11,Jornada 18
7,Murcia,Temporada 2012-13,21,23,20,6,5,18,12,Jornada 18
7,Lugo,Temporada 2012-13,19,23,24,6,5,18,13,Jornada 18
6,Numancia,Temporada 2012-13,20,22,25,5,7,18,14,Jornada 18
9,RM Castilla,Temporada 2012-13,33,21,34,6,3,18,15,Jornada 18
7,Sporting,Temporada 2012-13,24,21,26,5,6,18,16,Jornada 18
8,Xerez,Temporada 2012-13,19,20,28,5,5,18,17,Jornada 18
9,Guadalajara,Temporada 2012-13,22,19,28,5,4,18,18,Jornada 18
8,Mirandés,Temporada 2012-13,16,16,22,3,7,18,19,Jornada 18
8,Huesca,Temporada 2012-13,17,16,27,3,7,18,20,Jornada 18
10,Racing,Temporada 2012-13,13,14,26,3,5,18,21,Jornada 18
10,Hércules,Temporada 2012-13,15,14,29,3,5,18,22,Jornada 18
2,Elche,Temporada 2012-13,26,39,9,12,3,17,1,Jornada 17
3,Almería,Temporada 2012-13,30,34,19,10,4,17,2,Jornada 17
4,Girona,Temporada 2012-13,31,33,16,10,3,17,3,Jornada 17
6,Alcorcón,Temporada 2012-13,28,31,22,10,1,17,4,Jornada 17
3,Villarreal,Temporada 2012-13,23,30,13,8,6,17,5,Jornada 17
6,Barcelona B,Temporada 2012-13,35,27,26,8,3,17,6,Jornada 17
5,Las Palmas,Temporada 2012-13,26,26,24,7,5,17,7,Jornada 17
8,Ponferradina,Temporada 2012-13,26,25,25,8,1,17,8,Jornada 17
5,Sabadell,Temporada 2012-13,24,24,19,6,6,17,9,Jornada 17
6,Murcia,Temporada 2012-13,21,23,19,6,5,17,10,Jornada 17
6,Córdoba,Temporada 2012-13,18,23,20,6,5,17,11,Jornada 17
8,Recreativo,Temporada 2012-13,22,23,30,7,2,17,12,Jornada 17
5,Numancia,Temporada 2012-13,20,22,24,5,7,17,13,Jornada 17
8,RM Castilla,Temporada 2012-13,31,21,31,6,3,17,14,Jornada 17
7,Xerez,Temporada 2012-13,19,20,25,5,5,17,15,Jornada 17
7,Lugo,Temporada 2012-13,16,20,22,5,5,17,16,Jornada 17
7,Sporting,Temporada 2012-13,21,18,26,4,6,17,17,Jornada 17
9,Guadalajara,Temporada 2012-13,21,16,28,4,4,17,18,Jornada 17
7,Huesca,Temporada 2012-13,16,16,24,3,7,17,19,Jornada 17
9,Racing,Temporada 2012-13,13,14,25,3,5,17,20,Jornada 17
9,Hércules,Temporada 2012-13,13,14,26,3,5,17,21,Jornada 17
8,Mirandés,Temporada 2012-13,13,13,20,2,7,17,22,Jornada 17
2,Elche,Temporada 2012-13,31,48,11,15,3,20,1,Jornada 20
6,Alcorcón,Temporada 2012-13,33,38,25,12,2,20,2,Jornada 20
5,Girona,Temporada 2012-13,37,37,21,11,4,20,3,Jornada 20
5,Almería,Temporada 2012-13,31,37,21,11,4,20,4,Jornada 20
6,Barcelona B,Temporada 2012-13,43,32,32,9,5,20,5,Jornada 20
5,Villarreal,Temporada 2012-13,24,31,18,8,7,20,6,Jornada 20
9,Ponferradina,Temporada 2012-13,29,31,27,10,1,20,7,Jornada 20
6,Las Palmas,Temporada 2012-13,28,30,27,8,6,20,8,Jornada 20
6,Numancia,Temporada 2012-13,26,28,26,7,7,20,9,Jornada 20
8,Recreativo,Temporada 2012-13,25,28,31,8,4,20,10,Jornada 20
7,Sabadell,Temporada 2012-13,27,27,23,7,6,20,11,Jornada 20
7,Córdoba,Temporada 2012-13,21,27,23,7,6,20,12,Jornada 20
7,Lugo,Temporada 2012-13,20,27,24,7,6,20,13,Jornada 20
8,Murcia,Temporada 2012-13,23,26,22,7,5,20,14,Jornada 20
7,Sporting,Temporada 2012-13,26,25,27,6,7,20,15,Jornada 20
2,Elche,Temporada 2012-13,28,45,9,14,3,19,1,Jornada 19
4,Girona,Temporada 2012-13,37,37,20,11,4,19,2,Jornada 19
6,Alcorcón,Temporada 2012-13,30,35,23,11,2,19,3,Jornada 19
5,Almería,Temporada 2012-13,30,34,21,10,4,19,4,Jornada 19
4,Villarreal,Temporada 2012-13,23,31,15,8,7,19,5,Jornada 19
8,Ponferradina,Temporada 2012-13,28,31,25,10,1,19,6,Jornada 19
5,Las Palmas,Temporada 2012-13,28,30,24,8,6,19,7,Jornada 19
6,Barcelona B,Temporada 2012-13,40,29,31,8,5,19,8,Jornada 19
6,Sabadell,Temporada 2012-13,25,27,20,7,6,19,9,Jornada 19
8,Recreativo,Temporada 2012-13,24,27,30,8,3,19,10,Jornada 19
7,Córdoba,Temporada 2012-13,21,26,23,7,5,19,11,Jornada 19
7,Lugo,Temporada 2012-13,20,26,24,7,5,19,12,Jornada 19
6,Numancia,Temporada 2012-13,23,25,26,6,7,19,13,Jornada 19
7,Sporting,Temporada 2012-13,25,24,26,6,6,19,14,Jornada 19
8,Murcia,Temporada 2012-13,21,23,21,6,5,19,15,Jornada 19
8,Xerez,Temporada 2012-13,20,22,29,5,7,20,16,Jornada 20
11,RM Castilla,Temporada 2012-13,35,21,38,6,3,20,17,Jornada 20
9,Guadalajara,Temporada 2012-13,23,21,29,5,6,20,18,Jornada 20
10,Racing,Temporada 2012-13,16,18,28,4,6,20,19,Jornada 20
9,Mirandés,Temporada 2012-13,16,17,24,3,8,20,20,Jornada 20
9,Huesca,Temporada 2012-13,18,17,29,3,8,20,21,Jornada 20
12,Hércules,Temporada 2012-13,17,14,34,3,5,20,22,Jornada 20
10,RM Castilla,Temporada 2012-13,33,21,35,6,3,19,16,Jornada 19
8,Xerez,Temporada 2012-13,19,21,28,5,6,19,17,Jornada 19
9,Guadalajara,Temporada 2012-13,23,20,29,5,5,19,18,Jornada 19
9,Mirandés,Temporada 2012-13,16,16,24,3,7,19,19,Jornada 19
9,Huesca,Temporada 2012-13,17,16,28,3,7,19,20,Jornada 19
10,Racing,Temporada 2012-13,14,15,27,3,6,19,21,Jornada 19
11,Hércules,Temporada 2012-13,16,14,32,3,5,19,22,Jornada 19
2,Elche,Temporada 2012-13,36,58,12,17,7,26,1,Jornada 26
6,Almería,Temporada 2012-13,44,46,29,13,7,26,2,Jornada 26
9,Alcorcón,Temporada 2012-13,38,45,35,14,3,26,3,Jornada 26
8,Girona,Temporada 2012-13,43,42,33,12,6,26,4,Jornada 26
7,Córdoba,Temporada 2012-13,32,41,25,11,8,26,5,Jornada 26
6,Villarreal,Temporada 2012-13,32,40,25,10,10,26,6,Jornada 26
8,Las Palmas,Temporada 2012-13,39,40,37,11,7,26,7,Jornada 26
10,Recreativo,Temporada 2012-13,34,40,37,12,4,26,8,Jornada 26
9,Barcelona B,Temporada 2012-13,56,39,44,11,6,26,9,Jornada 26
9,Sabadell,Temporada 2012-13,40,39,35,11,6,26,10,Jornada 26
12,Ponferradina,Temporada 2012-13,35,38,35,12,2,26,11,Jornada 26
9,Numancia,Temporada 2012-13,31,33,32,8,9,26,12,Jornada 26
11,Lugo,Temporada 2012-13,25,33,34,9,6,26,13,Jornada 26
13,RM Castilla,Temporada 2012-13,45,31,45,9,4,26,14,Jornada 26
9,Sporting,Temporada 2012-13,32,31,35,7,10,26,15,Jornada 26
10,Guadalajara,Temporada 2012-13,29,30,33,7,9,26,16,Jornada 26
12,Murcia,Temporada 2012-13,28,30,35,8,6,26,17,Jornada 26
11,Huesca,Temporada 2012-13,28,29,33,7,8,26,18,Jornada 26
10,Mirandés,Temporada 2012-13,21,28,27,6,10,26,19,Jornada 26
13,Hércules,Temporada 2012-13,27,25,38,6,7,26,20,Jornada 26
14,Racing,Temporada 2012-13,20,24,36,6,6,26,21,Jornada 26
14,Xerez,Temporada 2012-13,22,22,42,5,7,26,22,Jornada 26
2,Elche,Temporada 2012-13,31,49,11,15,4,21,1,Jornada 21
5,Girona,Temporada 2012-13,37,38,21,11,5,21,2,Jornada 21
5,Almería,Temporada 2012-13,32,38,22,11,5,21,3,Jornada 21
7,Alcorcón,Temporada 2012-13,33,38,27,12,2,21,4,Jornada 21
6,Barcelona B,Temporada 2012-13,47,35,34,10,5,21,5,Jornada 21
6,Las Palmas,Temporada 2012-13,31,33,29,9,6,21,6,Jornada 21
5,Villarreal,Temporada 2012-13,25,32,19,8,8,21,7,Jornada 21
10,Ponferradina,Temporada 2012-13,29,31,28,10,1,21,8,Jornada 21
7,Sabadell,Temporada 2012-13,29,30,23,8,6,21,9,Jornada 21
7,Córdoba,Temporada 2012-13,22,30,23,8,6,21,10,Jornada 21
7,Lugo,Temporada 2012-13,21,30,24,8,6,21,11,Jornada 21
7,Numancia,Temporada 2012-13,26,28,27,7,7,21,12,Jornada 21
9,Recreativo,Temporada 2012-13,26,28,34,8,4,21,13,Jornada 21
9,Murcia,Temporada 2012-13,25,26,25,7,5,21,14,Jornada 21
2,Elche,Temporada 2012-13,32,50,12,15,5,22,1,Jornada 22
5,Almería,Temporada 2012-13,34,39,24,11,6,22,2,Jornada 22
6,Girona,Temporada 2012-13,38,38,25,11,5,22,3,Jornada 22
8,Alcorcón,Temporada 2012-13,33,38,30,12,2,22,4,Jornada 22
6,Barcelona B,Temporada 2012-13,49,36,36,10,6,22,5,Jornada 22
6,Las Palmas,Temporada 2012-13,32,36,29,10,6,22,6,Jornada 22
7,Sabadell,Temporada 2012-13,33,33,24,9,6,22,7,Jornada 22
7,Córdoba,Temporada 2012-13,27,33,23,9,6,22,8,Jornada 22
10,Ponferradina,Temporada 2012-13,30,32,29,10,2,22,9,Jornada 22
6,Villarreal,Temporada 2012-13,25,32,24,8,8,22,10,Jornada 22
9,Recreativo,Temporada 2012-13,28,31,34,9,4,22,11,Jornada 22
8,Lugo,Temporada 2012-13,21,30,27,8,6,22,12,Jornada 22
7,Numancia,Temporada 2012-13,27,29,28,7,8,22,13,Jornada 22
7,Sporting,Temporada 2012-13,28,27,29,6,9,22,14,Jornada 22
2,Elche,Temporada 2012-13,34,55,12,16,7,25,1,Jornada 25
6,Almería,Temporada 2012-13,42,45,27,13,6,25,2,Jornada 25
9,Alcorcón,Temporada 2012-13,37,44,34,14,2,25,3,Jornada 25
7,Girona,Temporada 2012-13,41,42,28,12,6,25,4,Jornada 25
7,Córdoba,Temporada 2012-13,31,40,24,11,7,25,5,Jornada 25
8,Barcelona B,Temporada 2012-13,54,39,41,11,6,25,6,Jornada 25
6,Villarreal,Temporada 2012-13,31,39,24,10,9,25,7,Jornada 25
8,Las Palmas,Temporada 2012-13,34,37,35,10,7,25,8,Jornada 25
10,Recreativo,Temporada 2012-13,33,37,37,11,4,25,9,Jornada 25
9,Sabadell,Temporada 2012-13,37,36,34,10,6,25,10,Jornada 25
12,Ponferradina,Temporada 2012-13,32,35,33,11,2,25,11,Jornada 25
10,Lugo,Temporada 2012-13,25,33,31,9,6,25,12,Jornada 25
12,RM Castilla,Temporada 2012-13,44,31,42,9,4,25,13,Jornada 25
2,Elche,Temporada 2012-13,34,54,12,16,6,24,1,Jornada 24
6,Almería,Temporada 2012-13,37,42,26,12,6,24,2,Jornada 24
7,Girona,Temporada 2012-13,40,41,27,12,5,24,3,Jornada 24
9,Alcorcón,Temporada 2012-13,34,41,33,13,2,24,4,Jornada 24
7,Barcelona B,Temporada 2012-13,54,39,40,11,6,24,5,Jornada 24
7,Córdoba,Temporada 2012-13,31,39,24,11,6,24,6,Jornada 24
7,Las Palmas,Temporada 2012-13,33,37,32,10,7,24,7,Jornada 24
6,Villarreal,Temporada 2012-13,28,36,24,9,9,24,8,Jornada 24
8,Sabadell,Temporada 2012-13,36,36,29,10,6,24,9,Jornada 24
11,Ponferradina,Temporada 2012-13,32,35,30,11,2,24,10,Jornada 24
10,Recreativo,Temporada 2012-13,31,34,36,10,4,24,11,Jornada 24
9,Lugo,Temporada 2012-13,24,33,29,9,6,24,12,Jornada 24
9,Numancia,Temporada 2012-13,28,29,32,7,8,24,13,Jornada 24
7,Sporting,Temporada 2012-13,27,26,28,6,8,21,15,Jornada 21
11,RM Castilla,Temporada 2012-13,35,22,38,6,4,21,16,Jornada 21
9,Guadalajara,Temporada 2012-13,23,22,29,5,7,21,17,Jornada 21
9,Xerez,Temporada 2012-13,22,22,33,5,7,21,18,Jornada 21
9,Huesca,Temporada 2012-13,21,20,30,4,8,21,19,Jornada 21
9,Mirandés,Temporada 2012-13,17,18,25,3,9,21,20,Jornada 21
11,Racing,Temporada 2012-13,16,18,30,4,6,21,21,Jornada 21
12,Hércules,Temporada 2012-13,19,17,34,4,5,21,22,Jornada 21
10,Murcia,Temporada 2012-13,25,26,30,7,5,22,15,Jornada 22
11,RM Castilla,Temporada 2012-13,40,25,38,7,4,22,16,Jornada 22
9,Guadalajara,Temporada 2012-13,26,25,29,6,7,22,17,Jornada 22
10,Xerez,Temporada 2012-13,22,22,35,5,7,22,18,Jornada 22
9,Mirandés,Temporada 2012-13,18,21,25,4,9,22,19,Jornada 22
10,Huesca,Temporada 2012-13,21,20,31,4,8,22,20,Jornada 22
12,Hércules,Temporada 2012-13,22,20,34,5,5,22,21,Jornada 22
12,Racing,Temporada 2012-13,16,18,31,4,6,22,22,Jornada 22
8,Sporting,Temporada 2012-13,32,31,33,7,10,25,14,Jornada 25
9,Numancia,Temporada 2012-13,28,30,32,7,9,25,15,Jornada 25
10,Guadalajara,Temporada 2012-13,27,29,31,7,8,25,16,Jornada 25
9,Mirandés,Temporada 2012-13,21,28,26,6,10,25,17,Jornada 25
12,Murcia,Temporada 2012-13,27,27,35,7,6,25,18,Jornada 25
11,Huesca,Temporada 2012-13,25,26,33,6,8,25,19,Jornada 25
13,Hércules,Temporada 2012-13,26,24,37,6,6,25,20,Jornada 25
13,Racing,Temporada 2012-13,20,24,35,6,6,25,21,Jornada 25
13,Xerez,Temporada 2012-13,22,22,39,5,7,25,22,Jornada 25
12,RM Castilla,Temporada 2012-13,43,28,42,8,4,24,14,Jornada 24
8,Sporting,Temporada 2012-13,30,28,32,6,10,24,15,Jornada 24
9,Mirandés,Temporada 2012-13,21,27,26,6,9,24,16,Jornada 24
11,Murcia,Temporada 2012-13,26,27,33,7,6,24,17,Jornada 24
10,Guadalajara,Temporada 2012-13,26,26,31,6,8,24,18,Jornada 24
10,Huesca,Temporada 2012-13,25,26,32,6,8,24,19,Jornada 24
13,Hércules,Temporada 2012-13,25,23,36,6,5,24,20,Jornada 24
12,Xerez,Temporada 2012-13,22,22,38,5,7,24,21,Jornada 24
13,Racing,Temporada 2012-13,19,21,35,5,6,24,22,Jornada 24
2,Elche,Temporada 2012-13,41,64,14,19,7,28,1,Jornada 28
6,Almería,Temporada 2012-13,50,52,30,15,7,28,2,Jornada 28
10,Alcorcón,Temporada 2012-13,39,48,36,15,3,28,3,Jornada 28
9,Girona,Temporada 2012-13,45,45,37,13,6,28,4,Jornada 28
6,Villarreal,Temporada 2012-13,35,44,26,11,11,28,5,Jornada 28
9,Barcelona B,Temporada 2012-13,60,43,47,12,7,28,6,Jornada 28
9,Sabadell,Temporada 2012-13,42,43,36,12,7,28,7,Jornada 28
8,Las Palmas,Temporada 2012-13,43,42,41,11,9,28,8,Jornada 28
9,Córdoba,Temporada 2012-13,32,41,29,11,8,28,9,Jornada 28
13,Ponferradina,Temporada 2012-13,38,41,39,13,2,28,10,Jornada 28
12,Recreativo,Temporada 2012-13,35,40,41,12,4,28,11,Jornada 28
9,Numancia,Temporada 2012-13,33,37,32,9,10,28,12,Jornada 28
9,Sporting,Temporada 2012-13,37,37,35,9,10,28,13,Jornada 28
2,Elche,Temporada 2012-13,39,61,13,18,7,27,1,Jornada 27
6,Almería,Temporada 2012-13,48,49,30,14,7,27,2,Jornada 27
8,Girona,Temporada 2012-13,45,45,33,13,6,27,3,Jornada 27
10,Alcorcón,Temporada 2012-13,38,45,36,14,3,27,4,Jornada 27
9,Barcelona B,Temporada 2012-13,57,42,44,12,6,27,5,Jornada 27
9,Sabadell,Temporada 2012-13,41,42,35,12,6,27,6,Jornada 27
6,Villarreal,Temporada 2012-13,33,41,26,10,11,27,7,Jornada 27
8,Córdoba,Temporada 2012-13,32,41,27,11,8,27,8,Jornada 27
8,Las Palmas,Temporada 2012-13,40,41,38,11,8,27,9,Jornada 27
11,Recreativo,Temporada 2012-13,34,40,39,12,4,27,10,Jornada 27
13,Ponferradina,Temporada 2012-13,36,38,39,12,2,27,11,Jornada 27
11,Lugo,Temporada 2012-13,27,36,34,10,6,27,12,Jornada 27
13,RM Castilla,Temporada 2012-13,47,34,46,10,4,27,13,Jornada 27
2,Elche,Temporada 2012-13,34,53,12,16,5,23,1,Jornada 23
5,Almería,Temporada 2012-13,36,42,24,12,6,23,2,Jornada 23
6,Girona,Temporada 2012-13,40,41,25,12,5,23,3,Jornada 23
8,Alcorcón,Temporada 2012-13,34,41,30,13,2,23,4,Jornada 23
6,Barcelona B,Temporada 2012-13,52,39,37,11,6,23,5,Jornada 23
7,Córdoba,Temporada 2012-13,30,36,24,10,6,23,6,Jornada 23
7,Las Palmas,Temporada 2012-13,33,36,32,10,6,23,7,Jornada 23
6,Villarreal,Temporada 2012-13,28,35,24,9,8,23,8,Jornada 23
8,Sabadell,Temporada 2012-13,33,33,27,9,6,23,9,Jornada 23
8,Lugo,Temporada 2012-13,24,33,28,9,6,23,10,Jornada 23
11,Ponferradina,Temporada 2012-13,30,32,30,10,2,23,11,Jornada 23
10,Recreativo,Temporada 2012-13,29,31,36,9,4,23,12,Jornada 23
8,Numancia,Temporada 2012-13,28,29,30,7,8,23,13,Jornada 23
7,Sporting,Temporada 2012-13,29,28,30,6,10,23,14,Jornada 23
12,Lugo,Temporada 2012-13,27,36,35,10,6,28,14,Jornada 28
14,RM Castilla,Temporada 2012-13,47,34,48,10,4,28,15,Jornada 28
12,Murcia,Temporada 2012-13,31,34,36,9,7,28,16,Jornada 28
11,Guadalajara,Temporada 2012-13,31,31,36,7,10,28,17,Jornada 28
11,Mirandés,Temporada 2012-13,22,31,29,7,10,28,18,Jornada 28
13,Huesca,Temporada 2012-13,29,29,37,7,8,28,19,Jornada 28
15,Racing,Temporada 2012-13,22,27,38,7,6,28,20,Jornada 28
15,Hércules,Temporada 2012-13,27,25,41,6,7,28,21,Jornada 28
16,Xerez,Temporada 2012-13,23,22,46,5,7,28,22,Jornada 28
9,Numancia,Temporada 2012-13,31,34,32,8,10,27,14,Jornada 27
9,Sporting,Temporada 2012-13,33,34,35,8,10,27,15,Jornada 27
12,Murcia,Temporada 2012-13,28,31,35,8,7,27,16,Jornada 27
11,Guadalajara,Temporada 2012-13,30,30,35,7,9,27,17,Jornada 27
12,Huesca,Temporada 2012-13,29,29,36,7,8,27,18,Jornada 27
11,Mirandés,Temporada 2012-13,21,28,29,6,10,27,19,Jornada 27
14,Racing,Temporada 2012-13,22,27,36,7,6,27,20,Jornada 27
14,Hércules,Temporada 2012-13,27,25,39,6,7,27,21,Jornada 27
15,Xerez,Temporada 2012-13,22,22,43,5,7,27,22,Jornada 27
10,Murcia,Temporada 2012-13,26,27,31,7,6,23,15,Jornada 23
12,RM Castilla,Temporada 2012-13,41,25,41,7,4,23,16,Jornada 23
10,Guadalajara,Temporada 2012-13,26,25,31,6,7,23,17,Jornada 23
9,Mirandés,Temporada 2012-13,20,24,26,5,9,23,18,Jornada 23
10,Huesca,Temporada 2012-13,23,23,32,5,8,23,19,Jornada 23
11,Xerez,Temporada 2012-13,22,22,37,5,7,23,20,Jornada 23
13,Hércules,Temporada 2012-13,22,20,36,5,5,23,21,Jornada 23
13,Racing,Temporada 2012-13,17,18,34,4,6,23,22,Jornada 23
3,Elche,Temporada 2012-13,41,64,15,19,7,29,1,Jornada 29
7,Almería,Temporada 2012-13,52,52,33,15,7,29,2,Jornada 29
10,Alcorcón,Temporada 2012-13,41,51,37,16,3,29,3,Jornada 29
9,Girona,Temporada 2012-13,47,48,38,14,6,29,4,Jornada 29
6,Villarreal,Temporada 2012-13,37,47,27,12,11,29,5,Jornada 29
9,Barcelona B,Temporada 2012-13,64,46,50,13,7,29,6,Jornada 29
8,Las Palmas,Temporada 2012-13,46,45,43,12,9,29,7,Jornada 29
13,Ponferradina,Temporada 2012-13,41,44,39,14,2,29,8,Jornada 29
10,Sabadell,Temporada 2012-13,42,43,39,12,7,29,9,Jornada 29
10,Córdoba,Temporada 2012-13,35,41,33,11,8,29,10,Jornada 29
13,Recreativo,Temporada 2012-13,36,40,43,12,4,29,11,Jornada 29
9,Numancia,Temporada 2012-13,33,38,32,9,11,29,12,Jornada 29
10,Sporting,Temporada 2012-13,38,37,37,9,10,29,13,Jornada 29
12,Lugo,Temporada 2012-13,27,37,35,10,7,29,14,Jornada 29
14,RM Castilla,Temporada 2012-13,48,35,49,10,5,29,15,Jornada 29
4,Elche,Temporada 2012-13,43,67,18,20,7,31,1,Jornada 31
10,Alcorcón,Temporada 2012-13,44,55,38,17,4,31,2,Jornada 31
9,Girona,Temporada 2012-13,54,54,39,16,6,31,3,Jornada 31
9,Almería,Temporada 2012-13,53,52,38,15,7,31,4,Jornada 31
6,Villarreal,Temporada 2012-13,39,51,28,13,12,31,5,Jornada 31
8,Las Palmas,Temporada 2012-13,52,51,43,14,9,31,6,Jornada 31
13,Ponferradina,Temporada 2012-13,45,48,42,15,3,31,7,Jornada 31
11,Barcelona B,Temporada 2012-13,66,46,56,13,7,31,8,Jornada 31
11,Córdoba,Temporada 2012-13,39,44,38,12,8,31,9,Jornada 31
10,Sporting,Temporada 2012-13,44,43,39,11,10,31,10,Jornada 31
12,Sabadell,Temporada 2012-13,43,43,46,12,7,31,11,Jornada 31
12,Lugo,Temporada 2012-13,31,43,37,12,7,31,12,Jornada 31
9,Numancia,Temporada 2012-13,37,42,34,10,12,31,13,Jornada 31
14,Recreativo,Temporada 2012-13,38,41,47,12,5,31,14,Jornada 31
15,RM Castilla,Temporada 2012-13,52,38,51,11,5,31,15,Jornada 31
4,Elche,Temporada 2012-13,43,68,18,20,8,32,1,Jornada 32
